identity	1.Nezara.viridula.Infected.Fat.Body	2.Nezara.viridula.Infected.Ovary	3.Nezara.viridula.Infected.Spermatheca	4.Nezara.viridula.Infected.Egg	5.Nezara.viridula.Clean.Fat.Body	6.Nezara.viridula.Clean.Ovary	7.Nezara.viridula.Clean.Spermatheca	8.Nezara.viridula.Clean.Egg	
corynebacterium lipophiloflavum	0	0	0	0.0011185181871057223390452300	0.0406581842533244044771835800	0	0	0
hyphomicrobiaceae	0	0	0	0	0	0	0.1686184833575866768299725100	0
halospirulina sp.	0.0314383023316740895991616500	0.1827450226026738482254496500	0.0178673527730131503716409400	0.0279629546776430584761308200	4.4915335310437195063618100100	0.3799799519779937991001701800	0.0300279490910770794354745600	0.7030790011429363072766944900
ignavibacteriaceae	0	0	0	0.0011185181871057223390452300	0.0023916578972543767339519800	0.0023311653495582441662587100	0.1293511653154089575681980900	0
dietzia spp.	0.0314383023316740895991616500	0	0.2465694682675814751286449400	0.0011185181871057223390452300	0.0502248158423419114129914900	0	0.0046196844755503199131499300	0.0069268867107678453918886200
clostridium sp.	0	0	0	0	0	0	0.0508165292310535190446492500	0
thermicanus aegyptius	0.0209588682211160597327744300	0.0192363181687025103395210200	0.7004002287021154945683247600	0.0425036911100174488837188500	0.0167416052807806371376638300	0.0536168030398396158239503900	7.1582010948652207054258194200	0.0380978769092231496553873900
rubrobacter spp.	0	0	0	0	0	0	0.0438870025177280391749243500	0
vairimorpha	21.032224259889965941839140690	45.128402423776089256516302780	0.7111206403659233847913093200	0.1476444006979553487539707400	0.0526164737395962881469434600	0.0559479683893978599902091100	0.0461968447555031991314993200	0.04502476361999099504727600
legionellaceae	0	0	0	0	0	0.0116558267477912208312935600	0	0
cloacibacterium spp.	0	0.0577089545061075310185630500	0.485991995425957690108633500	0.0178962909936915574247237300	0.0023916578972543767339519800	0.0046623306991164883325174300	1.1110341163698519391125586100	0.0554150936861427631351089300
rhodopseudomonas palustris	0	0	0	0	0	0	0.2055759591619892361351719700	0
elizabethkingia meningoseptica	0	0	0	0	0	0	0.0115492111888757997828748300	0
anaerolineaceae	0	0	0.0071469411092052601486563800	0.010066663683951501051407100	0	0	1.145681749936479338461183100	0
bacillaceae	0	0	0	0	0	0.0256428188451406858288458400	0	0
zygaenidae	0	0	0.0071469411092052601486563800	0	0.0023916578972543767339519800	0	0.0207885801399764396091746900	0
comamonas jiangduensis	0	0.0096181590843512551697605100	0.0178673527730131503716409400	0	0.0023916578972543767339519800	0.0023311653495582441662587100	0.1547594299309357170905227200	0.0034634433553839226959443100
mesorhizobium spp.	0	0	0	0	0.0286998947670525208074237100	0	0	0
thermoanaerobacterium saccharolyticum	0	0	0.0035734705546026300743281900	0	0	0	0.1501397454553853971773727900	0
pantoea spp.	32.800628766046633481791983230	17.803212465134173319226700010	0.6074899942824471126357918800	0.8836293678135206478457339700	84.05242514110781593800822730	4.7952071240413082499941720900	29.455108216108839766243965540	2.964707512208637827728327500
sphingobacterium sp.	0	0	0.0428816466552315608919382500	0.0022370363742114446780904700	0.0023916578972543767339519800	0.0046623306991164883325174300	0.840782574550158224193287600	0
aquabacterium	0	0	0	0	0	0.0069934960486747324987761400	0	0
synechococcus	0.0052397170552790149331936100	0	0	0	0.0071749736917631302018559300	0	0	0
halotalea alkalilenta	0.068116321718627194131516900	0.0673271135904587861883235500	0	0	0	0	0	0
methylobacterium thiocyanatum	0	0.0096181590843512551697605100	0	0	0.0023916578972543767339519800	0.0419609762920483949926568300	0	0
oxalobacteraceae	0	0.0096181590843512551697605100	0	0.0011185181871057223390452300	0	0	0	0.2770754684307138156755446300
cupriavidus respiraculi	0	0	0	0.0011185181871057223390452300	0	0.0862531179336550341515723700	0.4411798674150555517058184900	0
bacteroides spp.	0	0	0.0035734705546026300743281900	0	0	0	0.1339708497909592774813480200	0
rhodococcus yunnanensis	0.0209588682211160597327744300	0	0	0.0022370363742114446780904700	0.0023916578972543767339519800	0.0349674802433736624938806900	0.2009562746864389162220220400	0.0103903300661517680878329200
candidatus competibacter	0	0.0096181590843512551697605100	0	0	0.0023916578972543767339519800	0	0.2055759591619892361351719700	0
sphingomonas caulobacter leidyia	0	0	0	0	0.0071749736917631302018559300	0.0209804881460241974963284100	0	0.0069268867107678453918886200
lactococcus lactis	0.0314383023316740895991616500	0.0288544772530537655092815200	0	0.003355554561317167017135700	0	0.0256428188451406858288458400	0.0531263714688286790012242200	0
malassezia restricta	0	0	0	0	0	0	0.0115492111888757997828748300	0
serratia marcescens	0.1519517946030914330626146200	0.4616716360488602481485043800	0.028587764436821040594625500	0.0055925909355286116952261600	0.7509805797378742944609203100	0.1561880784204023591393337500	0.0300279490910770794354745600	0.0173172167769196134797215400
plautia stali	0	0	0	0	0.0023916578972543767339519800	0	0.0046196844755503199131499300	0
polynucleobacter	0	0.0096181590843512551697605100	0	0	0.09805797378742944609203100	0	0	0
bacillus	0	0	0	0	0	0	0.0415771602799528792183493900	0
adhaeribacter spp.	0	0	0	0.0011185181871057223390452300	0	0	0	0.0069268867107678453918886200
sandaracinobacter sibiricus	0	0	0	0.0011185181871057223390452300	0.0717497369176313020185592700	0	0	0
actinomyces neuii	0	0	0	0	0	0	0.0415771602799528792183493900	0
verrucomicrobiaceae	0	0	0	0	0	0.018649322796465953330069700	0	0
ralstonia	0	0	0	0.0011185181871057223390452300	0	0	0	0.0588785370415266858310532300
ethanoligenens spp.	0	0.0384726363374050206790420300	0	0	0	0	0	0.0069268867107678453918886200
thermus thiopara	0	0	0	0	0	0	0.0092393689511006398262998600	0
roseburia spp.	0.0209588682211160597327744300	0	0	0	0	0	0	0.0034634433553839226959443100
bacillus sp.	0.0104794341105580298663872200	0.0096181590843512551697605100	0.0250142938822184105202973100	0.0201333273679030021028141900	0.0071749736917631302018559300	0.0139869920973494649975522800	4.6751206892569237521077310400	0.0103903300661517680878329200
longilinea	0	0	0	0	0	0	0.0254082646155267595223246300	0
ilumatobacter spp.	0	0	0	0	0	0	0.0554362137066038389577991800	0
alphaproteobacteria	0	0	0	0	0	0	0.1755480100709121566996974100	0
rhodopila	0	0	0	0	0	0	0.0023098422377751599565749700	0.0069268867107678453918886200
dechloromonas spp.	0	0	0.0250142938822184105202973100	0	0	0	0	0
nubsella zeaxanthinifaciens	0	0	0.0035734705546026300743281900	0.0011185181871057223390452300	0.0023916578972543767339519800	0.0815907872345385458190549500	0.427320813988404591966368700	0
cyanobacteria	0	0	0	0.0011185181871057223390452300	0	0	0.196336590210888596308872100	0
enterococcus cecorum	0.2357872674875556719937123400	0.1827450226026738482254496500	6.5680388793596340766152086900	8.002997628741443335868641220	0.1793743422940782550463981600	0.0442921416416066391589155400	10.197953479777331208278474580	0.0623419803969106085269975400
oxalobacter sp.	0.1205134922714173434634529700	0.0577089545061075310185630500	0.0536020583190394511149228100	0.0559259093552861169522616400	0.1817660001913326317803501400	0.0815907872345385458190549500	0.1247314808398586376550481600	10.175596578117964880684376410
conexibacter spp.	0	0	0	0	0	0.0046623306991164883325174300	0.0023098422377751599565749700	0
gemmobacter rhodobacter changlaii	0	0	0	0.0011185181871057223390452300	0	0.0512856376902813716576916800	0	0
acinetobacter junii	0.0576368876080691642651296800	0.0673271135904587861883235500	0.0035734705546026300743281900	0.003355554561317167017135700	0.3348321056156127427532765700	0	0.1663086411198115168733975500	0.0311709901984553042634987700
bacteroidetes	0	0	0	0	0	0.0139869920973494649975522800	0	0
thermicanus	0	0	0.0071469411092052601486563800	0.0011185181871057223390452300	0	0.0023311653495582441662587100	0.1801676945464624766128473400	0
methanobacterium beijingense	0	0	0.0035734705546026300743281900	0	0	0	0.3141385443374217540941953700	0
pelagophyceae	0	0	0	0	0	0.0326363148938154183276219800	0	0
geobacteraceae	0	0	0.0107204116638078902229845600	0	0	0	0.1362806920287344374379229900	0
corynebacterium tuberculostearicum	0.0838354728844642389310977200	0.0577089545061075310185630500	0.0536020583190394511149228100	0.003355554561317167017135700	0.0071749736917631302018559300	0.1049024407301209874816420700	0.9377959485367149423694361700	0.0069268867107678453918886200
bradyrhizobium spp.	0.0052397170552790149331936100	0	0	0.0011185181871057223390452300	0	0.0023311653495582441662587100	0.1686184833575866768299725100	0
prevotella melaninogenica	0	0	0	0	0	0.0093246613982329766650348500	0	0
anoxybacillus tunensis	0.0104794341105580298663872200	0.0192363181687025103395210200	0.2930245854774156660949113800	0.0503333184197575052570354800	0.1291495264517363436334066800	0.0093246613982329766650348500	3.146005127849767860855103600	0.0588785370415266858310532300
bacilli	0	0	0	0	0	0	0.1593791144064860370036726500	0
homo sapiens	0	0	0	0.006711109122634334034271400	0	0	0.0023098422377751599565749700	0
cardiobacterium hominis	0	0	0	0	0.0430498421505787812111355600	0	0	0
spiroplasmataceae	0	0	0	0	0.0071749736917631302018559300	0	0	0.0034634433553839226959443100
bosea sp.	0	0	0	0	0.0860996843011575624222711200	0.0023311653495582441662587100	0.0993232162243318781327235300	0.0034634433553839226959443100
sphingomonadaceae	0	0.0096181590843512551697605100	0	0	0	0	0.1732381678331369967431224400	0
haliscomenobacter spp.	0.0052397170552790149331936100	0	0	0	0.0023916578972543767339519800	0.0046623306991164883325174300	0.4388700251772803917492435300	0
erysipelothrix	0.0104794341105580298663872200	0.0192363181687025103395210200	0	0	0	0	0	0
dothideomycetes	0	0	0	0	0	0	0.1108724274132076779155983600	0
iamia	0	0	0	0	0	0.0023311653495582441662587100	0.094703531748781558219573600	0.0034634433553839226959443100
atopostipes spp.	0.0104794341105580298663872200	0.0769452726748100413580840600	0.17152658662092624356775300	0.0111851818710572233904523300	0.5070314742179278675978188100	0.0699349604867473249877613800	0.1224216386020834776984731900	0.0069268867107678453918886200
rhabdochlamydiaceae	0	0	0	0.0011185181871057223390452300	0.0023916578972543767339519800	0	0.739149516088051186103989100	0
proteiniphilum acetatigenes	0.0209588682211160597327744300	0	0.0214408233276157804459691300	0.0123037000581629457294975600	0	0.0069934960486747324987761400	1.870972212597879564825722400	0
finegoldia magna	0.0052397170552790149331936100	0	0.0035734705546026300743281900	0.0022370363742114446780904700	0.0023916578972543767339519800	0.0233116534955824416625871300	0.1778578523086873166562723800	0
coprothermobacter proteolyticus	0	0	0.0107204116638078902229845600	0	0	0	0	0
sphingobacterium faecium	0	0	0	0	0	0	0.006929526713325479869724900	0
empedobacter	0	0.0096181590843512551697605100	0.200114351057747284162378500	0.0111851818710572233904523300	0.019133263178035013871615800	0.0279739841946989299951045500	3.1275263899475665812025038700	0
spumella sp.	0	0	0	0	0	0.0069934960486747324987761400	0	0
cyanothece	0	0	0.0035734705546026300743281900	0	0.0382665263560700277432316100	0	0	0
flavobacterium spp.	0	0	0	0	0	0.0093246613982329766650348500	0	0
gemmatimonas spp.	0	0	0	0	0	0	0	0.0103903300661517680878329200
kocuria rhizophila	0.0157191511658370447995808200	0	0	0	0	0.0396298109424901508263981200	0	0
corynebacterium appendicis	0.0052397170552790149331936100	0	0	0	0	0.0303051495442571741613632700	0	0
gemella sanguinis	0.0419177364422321194655488600	0	0.0035734705546026300743281900	0	0	0	0	0
neisseria sicca	0	0.0192363181687025103395210200	0.028587764436821040594625500	0	0	0	0	0
hymenobacter spp.	0	0	0	0.0011185181871057223390452300	0	0	0.0023098422377751599565749700	0.1073667440169016035742735400
arthrobacter spp.	0.0419177364422321194655488600	0.0865634317591612965278445700	0.0250142938822184105202973100	0.0615185002908147286474878100	0.019133263178035013871615800	0.1445322516726111383080401900	0.1940267479731134363522971400	3.141343123333217885221487200
clostridium spp.	0	0	0	0	0	0.0023311653495582441662587100	0.1062527429376573580024484300	0
methylobacterium adhaesivum	0.0733560387739062090647105100	0.0769452726748100413580840600	0.0214408233276157804459691300	0.0581629457294975616303521100	0.0358748684588156510092796300	0.0722661258363055691540200900	0.0646755826577044787840990500	7.0065459079416756138953347400
cytophaga	0	0	0	0.0011185181871057223390452300	0	0	0.1870972212597879564825722400	0
