species	1.Nezara.viridula.Infected.Fat.Body	2.Nezara.viridula.Infected.Ovary	3.Nezara.viridula.Infected.Spermatheca	4.Nezara.viridula.Infected.Egg	5.Nezara.viridula.Clean.Fat.Body	6.Nezara.viridula.Clean.Ovary	7.Nezara.viridula.Clean.Spermatheca	8.Nezara.viridula.Clean.Egg	
gemmobacter rhodobacter changlaii	0	0	0	0.0011184931660067556987226800	0	0.0512856376902813716576916800	0	0
gemella sanguinis	0.0419177364422321194655488600	0	0.0035730875049129953192553700	0	0	0	0	0
corynebacterium tuberculostearicum	0.0838354728844642389310977200	0.0577089545061075310185630500	0.0535963125736949297888305300	0.0033554794980202670961680400	0.0071749736917631302018559300	0.1049024407301209874816420700	0.9354623165364853344392986300	0.0069268867107678453918886200
levilinea spp.	0	0	0	0	0	0	0.1013801525310476717126333500	0
microbacterium sediminicola	0	0	0	0	0	0.0023311653495582441662587100	0.0161286606299394023179189400	0
cyanothece spp.	0	0	0.0035730875049129953192553700	0	0.0382665263560700277432316100	0	0	0
siphonobacter sp.	0.0261985852763950746659680400	0	0	0	0	0	0	0
haemophilus parainfluenzae	0.0052397170552790149331936100	0	0	0	0	0.0116558267477912208312935600	0	0
hymenobacter xinjiangensis	0	0	0	0	0	0	0	0.0207806601323035361756658500
hyphomicrobium spp.	0	0	0.0035730875049129953192553700	0.0022369863320135113974453600	0	0	0.2488421925762079214764636800	0.0034634433553839226959443100
atopostipes sp.	0.0157191511658370447995808200	0.0096181590843512551697605100	0.0714617500982599063851073700	0.0033554794980202670961680400	0.1100162632737013297617908700	0.1305452595752616733104879100	0.0875555862768138982972742600	0
enterococcus cecorum	0.2357872674875556719937123400	0.1827450226026738482254496500	6.5744810090399113874298781600	8.008411068608370802854394560	0.1793743422940782550463981600	0.0442921416416066391589155400	10.377641068178152577129559230	0.0658054237522945312229418500
erythrobacter sp.	0	0	0.0035730875049129953192553700	0.0044739726640270227948907200	0	0.0046623306991164883325174300	0.19815211631068408562014700	0
acinetobacter junii	0.0576368876080691642651296800	0.0673271135904587861883235500	0.0035730875049129953192553700	0.0033554794980202670961680400	0.3348321056156127427532765700	0	0.1658947950508052809843091200	0.0311709901984553042634987700
anaerobiospirillum succiniciproducens	0	0	0	0	0	0.018649322796465953330069700	0	0
skermanella sp.	0	0	0	0.0044739726640270227948907200	0	0.0093246613982329766650348500	0.004608188751411257805119700	0.2736120250753298929796003200
coprothermobacter proteolyticus	0	0	0.0107192625147389859577661100	0	0	0	0	0
thermus thiopara	0	0	0	0	0	0	0.009216377502822515610239400	0
halothiobacillus neapolitanus	0	0	0.0035730875049129953192553700	0.0011184931660067556987226800	0	0	0.1658947950508052809843091200	0
aminobacter niigataensis	0.0576368876080691642651296800	0	0	0	0	0.0419609762920483949926568300	0.0921637750282251561023939500	0
modestobacter sp.	0	0.0096181590843512551697605100	0	0.0078294521620472898910587700	0	0.0023311653495582441662587100	0.0069122831271168867076795500	0.3151733453399369653309320100
moorella spp.	0	0	0	0.0022369863320135113974453600	0	0	0.1105965300338701873228727400	0
klebsiella spp.	0.0157191511658370447995808200	0.0384726363374050206790420300	0	0.005592465830033778493613400	0.0860996843011575624222711200	0.0046623306991164883325174300	0.0529941706412294647588765200	0
altererythrobacter sp.	0.0052397170552790149331936100	0	0	0	0	0	0.207368493813506601230386400	0
amanita pulverulenta	0	0	0.0071461750098259906385107400	0	0	0	0.0023040943757056289025598500	0
knoellia sinensis	0	0.0096181590843512551697605100	0.0071461750098259906385107400	0	0	0.0209804881460241974963284100	0	0.0034634433553839226959443100
verrucomicrobium spp.	0	0	0.0250116125343909672347875800	0	0	0.018649322796465953330069700	0	0
atopostipes spp.	0.0104794341105580298663872200	0.0769452726748100413580840600	0.1715082002358237753242576900	0.0111849316600675569872268100	0.5070314742179278675978188100	0.0699349604867473249877613800	0.1221170019123983318356719900	0.0069268867107678453918886200
bdellovibrio sp.	0	0	0	0.0011184931660067556987226800	0	0.0093246613982329766650348500	0.0898596806525195271998341100	0
rothia aeria	0.0419177364422321194655488600	0	0	0	0.09805797378742944609203100	0.0093246613982329766650348500	0	0.0034634433553839226959443100
anoxybacillus tunensis	0.0104794341105580298663872200	0.0192363181687025103395210200	0.2929931754028656161789402200	0.0503321924703040064425206400	0.1291495264517363436334066800	0.0093246613982329766650348500	3.1381765397110665652865141400	0.0588785370415266858310532300
rubrobacter spp.	0	0	0	0	0	0	0.0437777931384069491486371300	0
bacteroides spp.	0	0	0.0035730875049129953192553700	0	0	0	0.1336374737909264763484712300	0
massilia timonae	0.419177364422321194655488600	0.4809079542175627584880253900	0.2679815628684746489441526400	0.3142965796478983513410733100	0.5309480531904716349373385600	0.4662330699116488332517425500	0.2649708532061473237943826200	66.182939078031378796799778340
desulfobacula spp.	0	0	0	0	0	0.0396298109424901508263981200	0	0
agrobacterium sp.	0	0	0	0	0	0.1981490547124507541319905800	0	0
xylella spp.	0	0	0	0	0	0.0116558267477912208312935600	0	0
elizabethkingia meningoseptica	0	0	0	0	0	0	0.0115204718785281445127992400	0
sphingomonas wittichii	0	0	0	0	0	0.0069934960486747324987761400	0	0
enterococcus sp.	0.0471574534975111343987424700	0.0288544772530537655092815200	0.3680280130060385178833029600	0.472004116054850904860971300	0.0430498421505787812111355600	0.0233116534955824416625871300	0.0345614156355844335383977300	0.0242441034876874588716101500
empedobacter sp.	0	0.0096181590843512551697605100	0.2000929002751277378783006400	0.0111849316600675569872268100	0.019133263178035013871615800	0.0279739841946989299951045500	3.1197437847054215340660353400	0
ilumatobacter spp.	0	0	0	0	0	0	0.0552982650169350936614363700	0
luteimonas sp.	0	0	0.0393039625540429485118090500	0	0	0.0023311653495582441662587100	0	0
dehalococcoides spp.	0	0	0	0.0011184931660067556987226800	0	0	0.0368655100112900624409575800	0
ralstonia spp.	0	0	0	0.0011184931660067556987226800	0	0	0	0.0588785370415266858310532300
pseudomonas stutzeri	0.3091433062614618810584228500	0.2212176589400788689044916800	0.250116125343909672347875800	0.3333109634700131982193588800	0.2295991581364201664593896500	81.50919644730400727323589062	0.2787954194603810972097417100	0.4121497592906868008173726300
prevotella melaninogenica	0	0	0	0	0	0.0093246613982329766650348500	0	0
candida tropicalis	0	0	0	0	0	0	0.0138245662542337734153590900	0
corynebacterium appendicis	0.0052397170552790149331936100	0	0	0	0	0.0303051495442571741613632700	0	0
ohtaekwangia spp.	0	0	0.1715082002358237753242576900	0	0	0	0	0
malassezia restricta	0	0	0	0	0	0	0.0115204718785281445127992400	0
oenothera berteroana	0.0052397170552790149331936100	0.0384726363374050206790420300	0	0.0022369863320135113974453600	0.6696642112312254855065531400	0	0.0345614156355844335383977300	0.0034634433553839226959443100
desulfuromonas svalbardensis	0	0	0	0.0011184931660067556987226800	0	0.0023311653495582441662587100	0.1105965300338701873228727400	0
sphingobacterium sp.	0	0	0.0428770500589559438310644200	0.0022369863320135113974453600	0.0023916578972543767339519800	0.0046623306991164883325174300	0.8386903527568489205317849800	0
pseudomonas oryzihabitans	0	0	0	0.0022369863320135113974453600	0	0	0.1244210962881039607382318400	0
halospirulina sp.	0.0314383023316740895991616500	0.1827450226026738482254496500	0.0178654375245649765962768400	0.0279623291501688924680670200	4.4915335310437195063618100100	0.3799799519779937991001701800	0.0299532268841731757332780400	0.7030790011429363072766944900
reyranella spp.	0	0	0	0.0011184931660067556987226800	0.0023916578972543767339519800	0.0163181574469077091638109900	0.4838598188981820695375682600	0
pseudomonas spp.	0	0	0	0.0022369863320135113974453600	0	0.0023311653495582441662587100	0.2258012488191516324508651900	0
proteiniphilum acetatigenes	0.0209588682211160597327744300	0	0.0214385250294779719155322100	0.0123034248260743126859494900	0	0.0069934960486747324987761400	1.8663164443215594110734775700	0
pelistega europaea	0.0052397170552790149331936100	0	0	0	0	0	0	0.0069268867107678453918886200
streptococcus salivarius	0.0523971705527901493319360800	0.2693084543618351447532942200	0.2822739128881266302211741200	0.005592465830033778493613400	0.0956663158901750693580790200	0.0885842832832132783178310800	0.7165733508444505886961129900	0.04502476361999099504727600
acidovorax delafieldii	0.0366780193869531045323552500	0	0.1750812877407367706435130600	0.0044739726640270227948907200	0.0047833157945087534679039500	0.4778888966594400540830361100	0.0115204718785281445127992400	0.0034634433553839226959443100
bellilinea spp.	0	0	0.0035730875049129953192553700	0.0022369863320135113974453600	0.0047833157945087534679039500	0.0023311653495582441662587100	0.4539065920140088938042902200	0
sphingomonas spp.	0	0.0096181590843512551697605100	0	0	0.0382665263560700277432316100	0.109564771429237475814159500	0	0.0034634433553839226959443100
kaistobacter spp.	0	0.0288544772530537655092815200	0	0.0011184931660067556987226800	0.1219745527599732134315507500	0	0	0
geodermatophilus spp.	0	0	0	0	0	0.0163181574469077091638109900	0.0023040943757056289025598500	0
flavobacterium spp.	0	0	0	0	0	0.0093246613982329766650348500	0	0
cytophaga spp.	0	0	0.0035730875049129953192553700	0.0011184931660067556987226800	0.0023916578972543767339519800	0.0093246613982329766650348500	0.4308656482569526047786917400	0
