identity	1.Nezara.viridula.Infected.Fat.Body	2.Nezara.viridula.Infected.Ovary	3.Nezara.viridula.Infected.Spermatheca	4.Nezara.viridula.Infected.Egg	5.Nezara.viridula.Clean.Fat.Body	6.Nezara.viridula.Clean.Ovary	7.Nezara.viridula.Clean.Spermatheca	8.Nezara.viridula.Clean.Egg	
comamonas jiangduensis	0	0.0180668473351400180668473400	0.0179985601151907847372210200	0	0.0024125452352231604342581400	0.0023336678257216867751044300	0.1559844481177100551765883600	0.0034678873630184491607712600
mesorhizobium spp.	0	0	0	0	0.0289505428226779252110977100	0	0	0
thermoanaerobacterium saccharolyticum	0	0	0.003599712023038156947444200	0	0	0	0.1513281959350918445743021400	0
pantoea spp.	41.937428820258591813492329340	33.441734417344173441734417340	0.6119510439164866810655147600	0.8850846432212599572022362400	84.78648974668275030156815440	4.8003547175095096963898158700	29.688263916373710800176937580	2.9685115827437924816201969800
sphingobacterium sp.	0	0	0.0431965442764578833693304500	0.0022407206157500252081069300	0.0024125452352231604342581400	0.0046673356514433735502088600	0.8474378972365143296160920100	0
aquabacterium	0	0	0	0	0	0.0070010034771650603253132900	0	0
synechococcus	0.006699269779594024251356600	0	0	0	0.0072376357056694813027744300	0	0	0
halotalea alkalilenta	0.0870905071347223152676358300	0.1264679313459801264679313500	0	0	0	0	0	0
methylobacterium thiocyanatum	0	0.0180668473351400180668473400	0	0	0.0024125452352231604342581400	0.0420060208629903619518797700	0	0
oxalobacteraceae	0	0.0180668473351400180668473400	0	0.0011203603078750126040534600	0	0	0	0.2774309890414759328617006500
cupriavidus respiraculi	0	0	0	0.0011203603078750126040534600	0	0.0863457095517024106788639700	0.4446720834400391125183339900	0
bacteroides spp.	0	0	0.003599712023038156947444200	0	0	0	0.1350313132959281074663003700	0
rhodococcus yunnanensis	0.0267970791183760970054264100	0	0	0.0022407206157500252081069300	0.0024125452352231604342581400	0.0350050173858253016265664700	0.2025469699438921611994505600	0.0104036620890553474823137700
candidatus competibacter	0	0.0180668473351400180668473400	0	0	0.0024125452352231604342581400	0	0.2072032221265103718017367800	0
sphingomonas caulobacter leidyia	0	0	0	0	0.0072376357056694813027744300	0.0210030104314951809759398800	0	0.0069357747260368983215425200
lactococcus lactis	0.0401956186775641455081396100	0.0542005420054200542005420100	0	0.0033610809236250378121603900	0	0.0256703460829385545261487500	0.0535469001001094219262915300	0
serratia marcescens	0.1942788236082267032893414600	0.8672086720867208672086720900	0.0287976961843052555795536400	0.0056018015393750630202673200	0.7575392038600723763570566900	0.1563557443233530139319969200	0.0302656391870183689148604300	0.0173394368150922458038562900
polynucleobacter	0	0.0180668473351400180668473400	0	0	0.0989143546441495778045838400	0	0	0
bacillus	0	0	0	0	0	0	0.0419062696435638954205759800	0
adhaeribacter spp.	0	0	0	0.0011203603078750126040534600	0	0	0	0.0069357747260368983215425200
sandaracinobacter sibiricus	0	0	0	0.0011203603078750126040534600	0.0723763570566948130277442700	0	0	0
actinomyces neuii	0	0	0	0	0	0	0.0419062696435638954205759800	0
verrucomicrobiaceae	0	0	0	0	0	0.0186693426057734942008354500	0	0
ralstonia	0	0	0	0.0011203603078750126040534600	0	0	0	0.0589540851713136357331113900
ethanoligenens spp.	0	0.0722673893405600722673893400	0	0	0	0	0	0.0069357747260368983215425200
thermus thiopara	0	0	0	0	0	0	0.0093125043652364212045724400	0
roseburia spp.	0.0267970791183760970054264100	0	0	0	0	0	0	0.0034678873630184491607712600
bacillus sp.	0.013398539559188048502713200	0.0180668473351400180668473400	0.0251979841612670986321094300	0.0201664855417502268729623400	0.0072376357056694813027744300	0.0140020069543301206506265900	4.7121272088096291295136544600	0.0104036620890553474823137700
longilinea	0	0	0	0	0	0	0.0256093870044001583125742100	0
ilumatobacter spp.	0	0	0	0	0	0	0.0558750261914185272274346400	0
alphaproteobacteria	0	0	0	0	0	0	0.1769375829394920028868763500	0
rhodopila	0	0	0	0	0	0	0.0023281260913091053011431100	0.0069357747260368983215425200
dechloromonas spp.	0	0	0.0251979841612670986321094300	0	0	0	0	0
nubsella zeaxanthinifaciens	0	0	0.003599712023038156947444200	0.0011203603078750126040534600	0.0024125452352231604342581400	0.0816783739002590371286551100	0.4307033268921844807114753300	0
cyanobacteria	0	0	0	0.0011203603078750126040534600	0	0	0.1978907177612739505971643400	0
enterococcus cecorum	0.301467140081731091311047100	0.3432700993676603432700993700	6.616270698344132469402447800	8.016178002845715182002532010	0.1809408926417370325693606800	0.044339688688712048726984200	10.278676693129699904546830260	0.0624219725343320848938826500
oxalobacter sp.	0.1540832049306625577812018500	0.1084010840108401084010840100	0.0539956803455723542116630700	0.0560180153937506302026731800	0.1833534378769601930036188200	0.0816783739002590371286551100	0.1257188089306916862617279400	10.188653072548203634345956440
conexibacter spp.	0	0	0	0	0	0.0046673356514433735502088600	0.0023281260913091053011431100	0
gemmobacter rhodobacter changlaii	0	0	0	0.0011203603078750126040534600	0	0.051340692165877109052297500	0	0
acinetobacter junii	0.0736919675755342667649226200	0.1264679313459801264679313500	0.003599712023038156947444200	0.0033610809236250378121603900	0.3377563329312424607961399300	0	0.1676250785742555816823039100	0.0312109862671660424469413200
bacteroidetes	0	0	0	0	0	0.0140020069543301206506265900	0	0
thermicanus	0	0	0.0071994240460763138948884100	0.0011203603078750126040534600	0	0.0023336678257216867751044300	0.1815938351221102134891625700	0
geobacteraceae	0	0	0.0107991360691144708423326100	0	0	0	0.1373594393872372127674434800	0
corynebacterium tuberculostearicum	0.1071883164735043880217056300	0.1084010840108401084010840100	0.0539956803455723542116630700	0.0033610809236250378121603900	0.0072376357056694813027744300	0.1050150521574759048796994200	0.9452191930714967522641026200	0.0069357747260368983215425200
bradyrhizobium spp.	0.006699269779594024251356600	0	0	0.0011203603078750126040534600	0	0.0023336678257216867751044300	0.1699532046655646869834470200	0
prevotella melaninogenica	0	0	0	0	0	0.0093346713028867471004177300	0	0
anoxybacillus tunensis	0.013398539559188048502713200	0.0361336946702800361336946700	0.2951763858891288696904247700	0.0504162138543755671824058600	0.1302774427020506634499396900	0.0093346713028867471004177300	3.170907736363001420156915700	0.0589540851713136357331113900
bacilli	0	0	0	0	0	0	0.1606407003003282657788745800	0
cardiobacterium hominis	0	0	0	0	0.0434258142340168878166465600	0	0	0
spiroplasmataceae	0	0	0	0	0.0072376357056694813027744300	0	0	0.0034678873630184491607712600
bosea sp.	0	0	0	0	0.0868516284680337756332931200	0.0023336678257216867751044300	0.1001094219262915279491537300	0.0034678873630184491607712600
sphingomonadaceae	0	0.0180668473351400180668473400	0	0	0	0	0.1746094568481828975857332400	0
haliscomenobacter spp.	0.006699269779594024251356600	0	0	0	0.0024125452352231604342581400	0.0046673356514433735502088600	0.4423439573487300072171908800	0
erysipelothrix	0.013398539559188048502713200	0.0361336946702800361336946700	0	0	0	0	0	0
iamia	0	0	0	0	0	0.0023336678257216867751044300	0.0954531697436733173468675100	0.0034678873630184491607712600
atopostipes spp.	0.013398539559188048502713200	0.1445347786811201445347786800	0.1727861771058315334773218100	0.0112036030787501260405346400	0.5114595898673100120627261800	0.0700100347716506032531329500	0.1233906828393825809605848300	0.0069357747260368983215425200
rhabdochlamydiaceae	0	0	0	0.0011203603078750126040534600	0.0024125452352231604342581400	0	0.7450003492189136963657951700	0
proteiniphilum acetatigenes	0.0267970791183760970054264100	0	0.0215982721382289416846652300	0.012323963386625138644588100	0	0.0070010034771650603253132900	1.8857821339603752939259190300	0
finegoldia magna	0.006699269779594024251356600	0	0.003599712023038156947444200	0.0022407206157500252081069300	0.0024125452352231604342581400	0.0233366782572168677510443200	0.1792657090308011081880194600	0
coprothermobacter proteolyticus	0	0	0.0107991360691144708423326100	0	0	0	0	0
sphingobacterium faecium	0	0	0	0	0	0	0.0069843782739273159034293300	0
empedobacter	0	0.0180668473351400180668473400	0.2015838732901367890568754500	0.0112036030787501260405346400	0.0193003618817852834740651400	0.0280040139086602413012531800	3.1522827276325285777477708200	0
cyanothece	0	0	0.003599712023038156947444200	0	0.0386007237635705669481302800	0	0	0
flavobacterium spp.	0	0	0	0	0	0.0093346713028867471004177300	0	0
gemmatimonas spp.	0	0	0	0	0	0	0	0.0104036620890553474823137700
kocuria rhizophila	0.0200978093387820727540698100	0	0	0	0	0.0396723530372686751767753400	0	0
corynebacterium appendicis	0.006699269779594024251356600	0	0	0	0	0.0303376817343819280763576100	0	0
gemella sanguinis	0.0535941582367521940108528200	0	0.003599712023038156947444200	0	0	0	0	0
neisseria sicca	0	0.0361336946702800361336946700	0.0287976961843052555795536400	0	0	0	0	0
hymenobacter spp.	0	0	0	0.0011203603078750126040534600	0	0	0.0023281260913091053011431100	0.10750450825357192398390900
arthrobacter spp.	0.0535941582367521940108528200	0.1626016260162601626016260200	0.0251979841612670986321094300	0.061619816933125693222940500	0.0193003618817852834740651400	0.1446874051947445800564747600	0.1955625916699648452960212300	3.1453738382577333888195311400
clostridium spp.	0	0	0	0	0	0.0023336678257216867751044300	0.1070938002002188438525830600	0
methylobacterium adhaesivum	0.0937897769143163395189924300	0.1445347786811201445347786800	0.0215982721382289416846652300	0.0582587360095006554107801100	0.0361881785283474065138721400	0.0723437025973722900282373800	0.0651875305566549484320070800	7.0155361353863226522402552400
cytophaga	0	0	0	0.0011203603078750126040534600	0	0	0.188578213396037529392591900	0
